利潤率,記錄數,利潤 (bin),利潤,區域,國家/地區,城市,子類別,客戶名稱,折扣,數量,產品名稱,省/自治區,細分,製造商,訂單 Id,訂單日期,郵寄方式,郵寄日期,銷售額,類別
-0.397048568,1,-$222.00,-$213.50,東南亞,Vietnam,Ho Chi Minh City,書架,Steve Chapman,37%,5,"Dania Floating Shelf Set, Pine",Ho Chí Minh City,公司,Dania,ID-2018-49136,2018/7/18,標準級,2018/7/22,$538,傢具
0.300964922,1,$0.00,$40.65,東南亞,Vietnam,Ho Chi Minh City,儲存具,Steve Chapman,17%,3,"Tenex Trays, Single Width",Ho Chí Minh City,公司,Tenex,ID-2018-49136,2018/7/18,標準級,2018/7/22,$135,辦公用品
0.036144578,1,$0.00,$2.09,東南亞,Vietnam,Ho Chi Minh City,儲存具,Steve Chapman,17%,3,"Tenex Folders, Single Width",Ho Chí Minh City,公司,Tenex,ID-2018-49136,2018/7/18,標準級,2018/7/22,$58,辦公用品
-0.283132807,1,-$111.00,-$77.53,東南亞,Vietnam,Ho Chi Minh City,配件,Steve Chapman,47%,2,"Enermax Router, Bluetooth",Ho Chí Minh City,公司,Enermax,ID-2018-49136,2018/7/18,標準級,2018/7/22,$274,技術
-0.228778129,1,-$111.00,-$13.22,東南亞,Thailand,Bangkok,儲存具,Phillip Breyer,47%,7,"Tenex Box, Wire Frame",Bangkok,公司,Tenex,IN-2018-57865,2018/8/22,標準級,2018/8/28,$58,辦公用品
0.239436620,1,$0.00,$17.85,中亞,India,Lucknow,標籤,Phillina Ober,0%,7,"Hon Removable Labels, Adjustable",Uttar Pradesh,總公司,Hon,IN-2018-60308,2018/11/3,一級,2018/11/5,$75,辦公用品
-0.193388354,1,-$111.00,-$10.15,東南亞,Thailand,Bangkok,繫結器,Susan Gilcrest,17%,2,"Acco 3-Hole Punch, Durable",Bangkok,公司,Acco,ID-2018-72243,2018/6/7,標準級,2018/6/12,$52,辦公用品
-0.254143774,1,-$111.00,-$23.02,東南亞,Thailand,Bangkok,書架,Susan Gilcrest,37%,1,"Ikea 3-Shelf Cabinet, Pine",Bangkok,公司,Ikea,ID-2018-72243,2018/6/7,標準級,2018/6/12,$91,傢具
0.335535486,1,$0.00,$15.82,東南亞,Vietnam,Hanoi,美術,Dave Brooks,17%,3,"Sanford Highlighters, Water Color",Thủ Dô Hà Nội,消費者,Sanford,IN-2019-47519,2019/7/4,標準級,2019/7/8,$47,辦公用品
0.079939668,1,$0.00,$1.59,北亞,China,Langfang,系固件,Deanra Eno,0%,1,"OIC Clamps, Metal",Hebei,總公司,Other,IN-2019-25637,2019/9/18,標準級,2019/9/23,$20,辦公用品
-0.492560303,1,-$111.00,-$95.93,東南亞,Philippines,Manila,書架,Natalie Fritzler,35%,2,"Sauder Corner Shelving, Mobile",Metro Manila,消費者,Sauder,ID-2018-51880,2018/4/18,標準級,2018/4/22,$195,傢具
0.199973355,1,$0.00,$36.02,大洋洲,Australia,Rockhampton,配件,Natalie Webber,10%,2,"Memorex Memory Card, Erganomic",Queensland,消費者,Memorex,IN-2018-77423,2018/8/29,二級,2018/9/3,$180,技術
0.429894371,1,$444.00,$534.78,北亞,China,Jining,儲存具,Bill Tyler,0%,6,"Fellowes Lockers, Blue",Shandong,公司,Fellowes,IN-2019-19561,2019/3/14,標準級,2019/3/19,"$1,244",辦公用品
0.439790576,1,$222.00,$229.32,北亞,China,Jining,椅子,Bill Tyler,0%,7,"Harbour Creations Chairmat, Adjustable",Shandong,公司,Harbour Creations,IN-2019-19561,2019/3/14,標準級,2019/3/19,$521,傢具
0,1,$0.00,$0.00,北亞,China,Yibin,椅子,Muhammed Yedwab,0%,9,"Office Star Swivel Stool, Set of Two",Sichuan,公司,Office Star,IN-2017-40029,2017/1/28,標準級,2017/2/3,"$1,586",傢具
0.499252616,1,$0.00,$70.14,北亞,China,Yibin,用具,Muhammed Yedwab,0%,7,"Advantus Light Bulb, Black",Sichuan,公司,Advantus,IN-2017-40029,2017/1/28,標準級,2017/2/3,$140,傢具
0.169737577,1,$0.00,$27.36,北亞,China,Yibin,儲存具,Muhammed Yedwab,0%,3,"Tenex Shelving, Wire Frame",Sichuan,公司,Tenex,IN-2017-40029,2017/1/28,標準級,2017/2/3,$161,辦公用品
0.039790118,1,$0.00,$2.73,北亞,China,Yibin,器具,Muhammed Yedwab,0%,1,"KitchenAid Coffee Grinder, White",Sichuan,公司,KitchenAid,IN-2017-40029,2017/1/28,標準級,2017/2/3,$69,辦公用品
0.489655172,1,$0.00,$44.73,北亞,China,Yibin,繫結器,Muhammed Yedwab,0%,3,"Ibico 3-Hole Punch, Economy",Sichuan,公司,BIC,IN-2017-40029,2017/1/28,標準級,2017/2/3,$91,辦公用品
0.459945005,1,$111.00,$150.54,北亞,China,Yibin,椅子,Muhammed Yedwab,0%,2,"Hon Swivel Stool, Red",Sichuan,公司,Hon,IN-2017-40029,2017/1/28,標準級,2017/2/3,$327,傢具
0.389669007,1,$0.00,$69.93,北亞,China,Yibin,椅子,Muhammed Yedwab,0%,3,"SAFCO Chairmat, Red",Sichuan,公司,Safco,IN-2017-40029,2017/1/28,標準級,2017/2/3,$179,傢具
0.019645120,1,$0.00,$1.86,北亞,China,Yibin,用具,Muhammed Yedwab,0%,2,"Deflect-O Clock, Durable",Sichuan,公司,Deflect,IN-2017-40029,2017/1/28,標準級,2017/2/3,$95,傢具
0.019773330,1,$0.00,$4.92,北亞,China,Yibin,複製器,Muhammed Yedwab,0%,2,"Sharp Ink, Laser",Sichuan,公司,Sharp,IN-2017-40029,2017/1/28,標準級,2017/2/3,$249,技術
0.139876579,1,$111.00,$114.24,北亞,China,Yibin,儲存具,Muhammed Yedwab,0%,4,"Tenex Lockers, Single Width",Sichuan,公司,Tenex,IN-2017-40029,2017/1/28,標準級,2017/2/3,$817,辦公用品
0.199908351,1,$111.00,$157.05,中亞,India,Ichalkaranji,複製器,Ken Brennan,0%,3,"Hewlett Copy Machine, Color",Maharashtra,公司,Hewlett,IN-2016-46728,2016/5/19,二級,2016/5/21,$786,技術
-0.314362817,1,-$888.00,-$821.96,大洋洲,Australia,Geelong,桌子,Sean Braxton,30%,7,"Bevis Wood Table, with Bottom Storage",Victoria,公司,Bevis,ID-2019-33358,2019/6/23,標準級,2019/6/27,"$2,615",傢具
0.049394222,1,$0.00,$11.13,北亞,China,Beijing,美術,Harry Marie,0%,7,"BIC Pencil Sharpener, Water Color",Beijing,公司,BIC,IN-2017-71088,2017/11/20,標準級,2017/11/25,$225,辦公用品
0.169620253,1,$0.00,$30.15,中亞,India,Bangalore,配件,Lena Creighton,0%,3,"Belkin Numeric Keypad, Erganomic",Karnataka,消費者,Belkin,IN-2018-15683,2018/10/29,二級,2018/10/31,$178,技術
-0.370523416,1,-$111.00,-$3.23,大洋洲,Australia,Hobart,繫結器,Filia McAdams,40%,2,"Cardinal Index Tab, Clear",Tasmania,公司,Cardinal,IN-2017-78039,2017/9/18,標準級,2017/9/22,$9,辦公用品
0.411086116,1,$222.00,$320.72,大洋洲,Australia,Alice Springs,電話,Jamie Kunitz,10%,5,"Motorola Audio Dock, with Caller ID",Northern Territory,消費者,Motorola,IN-2016-70780,2016/10/4,當日,2016/10/4,$780,技術
-0.077959577,1,-$111.00,-$2.19,大洋洲,Australia,Wollongong,儲存具,Muhammed MacIntyre,10%,1,"Rogers Folders, Industrial",New South Wales,公司,Rogers,ID-2017-75967,2017/7/17,標準級,2017/7/22,$28,辦公用品
-0.310195749,1,-$111.00,-$31.00,東南亞,Philippines,Antipolo,配件,Ivan Gibson,45%,4,"Memorex Numeric Keypad, Bluetooth",Rizal,消費者,Memorex,ID-2016-74091,2016/4/26,標準級,2016/5/2,$100,技術
-0.254692988,1,-$111.00,-$104.10,東南亞,Philippines,Antipolo,配件,Ivan Gibson,45%,3,"Memorex Router, Programmable",Rizal,消費者,Memorex,ID-2016-74091,2016/4/26,標準級,2016/5/2,$409,技術
-0.690909091,1,-$111.00,-$18.24,東南亞,Philippines,Antipolo,儲存具,Ivan Gibson,45%,1,"Eldon Trays, Single Width",Rizal,消費者,Eldon,ID-2016-74091,2016/4/26,標準級,2016/5/2,$26,辦公用品
0.204120456,1,$0.00,$28.39,東南亞,Vietnam,Ho Chi Minh City,用品,Kelly Lampkin,17%,6,"Fiskars Letter Opener, Easy Grip",Ho Chí Minh City,公司,Fiskars,IN-2019-77605,2019/12/16,當日,2019/12/16,$139,辦公用品
0.122749591,1,$0.00,$30.38,東南亞,Philippines,Manila,複製器,Andy Reiter,35%,3,"HP Ink, High-Speed",Metro Manila,消費者,HP,IN-2018-33995,2018/3/24,一級,2018/3/26,$247,技術
-0.053943692,1,-$111.00,-$5.65,東南亞,Philippines,Manila,機器,Andy Reiter,25%,3,"Epson Calculator, Durable",Metro Manila,消費者,Epson,IN-2018-33995,2018/3/24,一級,2018/3/26,$105,技術
-0.710043988,1,-$111.00,-$34.87,東南亞,Philippines,Manila,儲存具,Andy Reiter,45%,3,"Rogers Folders, Wire Frame",Metro Manila,消費者,Rogers,IN-2018-33995,2018/3/24,一級,2018/3/26,$49,辦公用品
0.469957903,1,$111.00,$147.36,中亞,India,Pimpri,機器,Michelle Arnett,0%,1,"Konica Inkjet, Wireless",Maharashtra,總公司,Konica,IN-2017-68918,2017/10/19,標準級,2017/10/25,$314,技術
0.119482048,1,$0.00,$12.18,中亞,India,Pimpri,信封,Michelle Arnett,0%,2,"Cameo Interoffice Envelope, with clear poly window",Maharashtra,總公司,Cameo,IN-2017-68918,2017/10/19,標準級,2017/10/25,$102,辦公用品
0.379907209,1,$111.00,$191.61,中亞,India,Pimpri,電話,Michelle Arnett,0%,3,"Samsung Audio Dock, Full Size",Maharashtra,總公司,Samsung,IN-2017-68918,2017/10/19,標準級,2017/10/25,$504,技術
0.459958932,1,$0.00,$94.08,中亞,India,Pimpri,配件,Michelle Arnett,0%,2,"Memorex Memory Card, Bluetooth",Maharashtra,總公司,Memorex,IN-2017-68918,2017/10/19,標準級,2017/10/25,$205,技術
0.328125,1,$0.00,$3.78,北亞,China,Nanchang,系固件,Craig Yedwab,0%,1,"OIC Thumb Tacks, Assorted Sizes",Jiangxi,公司,Other,IN-2019-32016,2019/7/1,標準級,2019/7/5,$12,辦公用品
0.399915272,1,$111.00,$113.28,北亞,China,Nanchang,器具,Craig Yedwab,0%,1,"Hamilton Beach Microwave, Silver",Jiangxi,公司,Hamilton Beach,IN-2019-32016,2019/7/1,標準級,2019/7/5,$283,辦公用品
0.369369369,1,$0.00,$4.92,北亞,China,Nanchang,繫結器,Craig Yedwab,0%,2,"Acco Hole Reinforcements, Economy",Jiangxi,公司,Acco,IN-2019-32016,2019/7/1,標準級,2019/7/5,$13,辦公用品
0.479854222,1,$0.00,$71.10,北亞,China,Nanchang,書架,Craig Yedwab,0%,1,"Sauder Stackable Bookrack, Pine",Jiangxi,公司,Sauder,IN-2019-32016,2019/7/1,標準級,2019/7/5,$148,傢具
-0.516786571,1,-$111.00,-$15.52,大洋洲,Australia,Canberra,紙張,Brenda Bowman,40%,3,"Green Bar Parchment Paper, Premium",Australian Capital Territory,公司,Green Bar,ID-2019-64242,2019/1/19,標準級,2019/1/25,$30,辦公用品
-0.583577713,1,-$111.00,-$14.33,大洋洲,Australia,Canberra,系固件,Brenda Bowman,40%,4,"Stockwell Staples, 12 Pack",Australian Capital Territory,公司,Stockwell,ID-2019-64242,2019/1/19,標準級,2019/1/25,$25,辦公用品
0.049928333,1,$0.00,$31.35,北亞,China,Bengbu,書架,Janet Martin,0%,5,"Ikea Corner Shelving, Mobile",Anhui,消費者,Ikea,ID-2019-65250,2019/7/1,標準級,2019/7/5,$628,傢具
0.019593067,1,$0.00,$2.34,北亞,China,Bengbu,配件,Janet Martin,0%,3,"SanDisk Mouse, Programmable",Anhui,消費者,SanDisk,ID-2019-65250,2019/7/1,標準級,2019/7/5,$119,技術
-0.795200586,1,-$111.00,-$11.72,東南亞,Indonesia,Medan,標籤,Paul Gonzalez,47%,3,"Smead File Folder Labels, 5000 Label Set",Sumatera Utara,消費者,Smead,ID-2016-45062,2016/4/6,標準級,2016/4/11,$15,辦公用品
0.139621087,1,$0.00,$30.51,東南亞,Cambodia,Phnom Penh,配件,Phillip Flathmann,0%,3,"Memorex Keyboard, Programmable",Phnom Penh,消費者,Memorex,IN-2018-20982,2018/3/17,一級,2018/3/19,$219,技術
0,1,$0.00,$0.00,北亞,China,Tianjin,紙張,Vicky Freymann,0%,14,"Enermax Parchment Paper, Premium",Tianjin,總公司,Enermax,IN-2018-77073,2018/6/30,標準級,2018/7/5,$215,辦公用品
0.219101124,1,$0.00,$11.70,北亞,China,Tianjin,美術,Vicky Freymann,0%,2,"BIC Markers, Easy-Erase",Tianjin,總公司,BIC,IN-2018-77073,2018/6/30,標準級,2018/7/5,$53,辦公用品
0.099652375,1,$0.00,$5.16,北亞,China,Tianjin,繫結器,Vicky Freymann,0%,1,"Ibico Binding Machine, Recycled",Tianjin,總公司,BIC,IN-2018-77073,2018/6/30,標準級,2018/7/5,$52,辦公用品
0.049938348,1,$0.00,$4.86,北亞,China,Tianjin,信封,Vicky Freymann,0%,2,"Ames Interoffice Envelope, with clear poly window",Tianjin,總公司,Ames,IN-2018-77073,2018/6/30,標準級,2018/7/5,$97,辦公用品
0.329501916,1,$0.00,$36.12,中亞,Bangladesh,Sylhet,紙張,Phillip Flathmann,0%,7,"Enermax Memo Slips, Premium",Sylhet,消費者,Enermax,IN-2017-30740,2017/11/10,二級,2017/11/12,$110,辦公用品
-0.274015123,1,-$333.00,-$278.40,東南亞,Thailand,Bangkok,椅子,James Lanier,27%,3,"SAFCO Executive Leather Armchair, Adjustable",Bangkok,總公司,Safco,ID-2016-62142,2016/5/10,標準級,2016/5/14,"$1,016",傢具
-0.356645865,1,-$111.00,-$56.67,東南亞,Thailand,Bangkok,椅子,James Lanier,27%,5,"Novimex Bag Chairs, Black",Bangkok,總公司,Novimex,ID-2016-62142,2016/5/10,標準級,2016/5/14,$159,傢具
-0.151058956,1,-$111.00,-$19.39,東南亞,Thailand,Bangkok,用具,James Lanier,27%,4,"Tenex Door Stop, Duo Pack",Bangkok,總公司,Tenex,ID-2016-62142,2016/5/10,標準級,2016/5/14,$128,傢具
-0.111111111,1,-$111.00,-$11.06,大洋洲,Australia,Whyalla,美術,Chuck Magee,10%,5,"BIC Highlighters, Water Color",South Australia,消費者,BIC,ID-2018-24545,2018/6/7,標準級,2018/6/13,$99,辦公用品
0.033144071,1,$0.00,$4.31,大洋洲,Australia,Whyalla,電話,Chuck Magee,10%,1,"Motorola Signal Booster, Full Size",South Australia,消費者,Motorola,ID-2018-24545,2018/6/7,標準級,2018/6/13,$130,技術
0.312366686,1,$0.00,$19.24,東南亞,Indonesia,Pekanbaru,機器,Chad Cunningham,17%,2,"StarTech Calculator, Red",Riau,總公司,StarTech,IN-2019-48877,2019/3/15,二級,2019/3/20,$62,技術
0.204775703,1,$0.00,$33.84,東南亞,Indonesia,Pekanbaru,繫結器,Chad Cunningham,17%,4,"Cardinal Binding Machine, Economy",Riau,總公司,Cardinal,IN-2019-48877,2019/3/15,二級,2019/3/20,$165,辦公用品
0.216808583,1,$0.00,$11.05,東南亞,Myanmar (Burma),Yangon,紙張,Michael Chen,17%,2,"Eaton Computer Printout Paper, 8.5 x 11",Yangon,消費者,Eaton,IN-2019-49017,2019/9/22,標準級,2019/9/27,$51,辦公用品
-0.260774706,1,-$111.00,-$26.25,東南亞,Myanmar (Burma),Yangon,椅子,Michael Chen,27%,3,"Novimex Bag Chairs, Red",Yangon,消費者,Novimex,IN-2019-49017,2019/9/22,標準級,2019/9/27,$101,傢具
0.079273328,1,$0.00,$62.21,東南亞,Myanmar (Burma),Yangon,書架,Michael Chen,37%,3,"Bush Classic Bookcase, Mobile",Yangon,消費者,Bush,IN-2019-49017,2019/9/22,標準級,2019/9/27,$785,傢具
-0.109677558,1,-$111.00,-$73.60,東南亞,Myanmar (Burma),Yangon,椅子,Michael Chen,27%,2,"Hon Executive Leather Armchair, Adjustable",Yangon,消費者,Hon,IN-2019-49017,2019/9/22,標準級,2019/9/27,$671,傢具
-0.133604787,1,-$111.00,-$4.19,東南亞,Myanmar (Burma),Yangon,配件,Michael Chen,47%,2,"Memorex Flash Drive, USB",Yangon,消費者,Memorex,IN-2019-49017,2019/9/22,標準級,2019/9/27,$31,技術
0.348837209,1,$0.00,$18.00,北亞,China,Weifang,美術,Russell Applegate,0%,5,"Stanley Pens, Easy-Erase",Shandong,消費者,Stanley,IN-2018-24342,2018/5/24,標準級,2018/5/30,$52,辦公用品
0.238845144,1,$0.00,$2.73,北亞,China,Weifang,系固件,Russell Applegate,0%,1,"Stockwell Push Pins, Assorted Sizes",Shandong,消費者,Stockwell,IN-2018-24342,2018/5/24,標準級,2018/5/30,$11,辦公用品
0.289971092,1,$111.00,$117.36,北亞,China,Anshan,椅子,Barry Franz,0%,3,"SAFCO Rocking Chair, Red",Liaoning,總公司,Safco,IN-2018-65068,2018/10/2,一級,2018/10/4,$405,傢具
0.219989025,1,$0.00,$96.21,北亞,China,Anshan,書架,Barry Franz,0%,1,"Sauder Classic Bookcase, Pine",Liaoning,總公司,Sauder,IN-2018-65068,2018/10/2,一級,2018/10/4,$437,傢具
-0.078167116,1,-$111.00,-$0.87,東南亞,Thailand,Bangkok,標籤,Patrick Gardner,47%,2,"Smead Removable Labels, 5000 Label Set",Bangkok,消費者,Smead,ID-2017-60434,2017/5/2,一級,2017/5/5,$11,辦公用品
0.255451878,1,$111.00,$130.83,大洋洲,Australia,Sydney,複製器,Patrick Gardner,10%,3,"Brother Fax and Copier, High-Speed",New South Wales,消費者,Brother,IN-2016-30159,2016/12/25,一級,2016/12/27,$512,技術
0.166666667,1,$0.00,$3.24,大洋洲,Australia,Sydney,儲存具,Patrick Gardner,10%,2,"Smead Box, Single Width",New South Wales,消費者,Smead,IN-2016-30159,2016/12/25,一級,2016/12/27,$19,辦公用品
0.310045832,1,$0.00,$7.51,大洋洲,Australia,Sydney,用品,Patrick Gardner,10%,1,"Acme Letter Opener, Serrated",New South Wales,消費者,Acme,IN-2016-30159,2016/12/25,一級,2016/12/27,$24,辦公用品
0.221262299,1,$0.00,$22.13,大洋洲,Australia,Sydney,用品,Patrick Gardner,10%,4,"Stiletto Letter Opener, High Speed",New South Wales,消費者,Stiletto,IN-2016-30159,2016/12/25,一級,2016/12/27,$100,辦公用品
0.109961190,1,$0.00,$15.30,北亞,China,Zhangzhou,椅子,Robert Waldorf,0%,2,"Harbour Creations Chairmat, Black",Fujian,消費者,Harbour Creations,IN-2018-20177,2018/5/5,一級,2018/5/7,$139,傢具
0.349642005,1,$0.00,$35.16,北亞,China,Zhangzhou,用具,Robert Waldorf,0%,4,"Rubbermaid Stacking Tray, Durable",Fujian,消費者,Rubbermaid,IN-2018-20177,2018/5/5,一級,2018/5/7,$101,傢具
0.219069240,1,$0.00,$46.32,北亞,China,Zhangzhou,美術,Robert Waldorf,0%,8,"Sanford Markers, Water Color",Fujian,消費者,Sanford,IN-2018-20177,2018/5/5,一級,2018/5/7,$211,辦公用品
0.279906542,1,$111.00,$179.70,北亞,China,Zhangzhou,儲存具,Robert Waldorf,0%,5,"Smead File Cart, Industrial",Fujian,消費者,Smead,IN-2018-20177,2018/5/5,一級,2018/5/7,$642,辦公用品
0.209987681,1,$222.00,$265.92,北亞,China,Zhangzhou,複製器,Robert Waldorf,0%,4,"Canon Fax Machine, High-Speed",Fujian,消費者,Canon,IN-2018-20177,2018/5/5,一級,2018/5/7,"$1,266",技術
0.469662921,1,$111.00,$131.67,北亞,China,Zhangzhou,信封,Robert Waldorf,0%,7,"Kraft Mailers, Security-Tint",Fujian,消費者,Kraft,IN-2018-20177,2018/5/5,一級,2018/5/7,$280,辦公用品
0.348837209,1,$0.00,$13.50,北亞,China,Zhangzhou,標籤,Robert Waldorf,0%,3,"Harbour Creations Color Coded Labels, Laser Printer Compatible",Fujian,消費者,Harbour Creations,IN-2018-20177,2018/5/5,一級,2018/5/7,$39,辦公用品
0.389971831,1,$222.00,$311.49,中亞,Bangladesh,Dhaka,機器,Christine Abelman,0%,3,"Konica Printer, White",Dhaka,公司,Konica,IN-2019-20233,2019/6/17,一級,2019/6/19,$799,技術
0.349554896,1,$0.00,$35.34,中亞,India,Jaipur,繫結器,Jonathan Doherty,0%,2,"Acco Binding Machine, Clear",Rajasthan,公司,Acco,IN-2017-31762,2017/12/6,標準級,2017/12/11,$101,辦公用品
0.305832602,1,$0.00,$2.30,東南亞,Indonesia,Jakarta,繫結器,Alyssa Tate,17%,2,"Wilson Jones Hole Reinforcements, Economy",Jakarta,總公司,Wilson,IN-2016-75540,2016/6/3,標準級,2016/6/8,$8,辦公用品
0.167695517,1,$0.00,$4.73,東南亞,Indonesia,Jakarta,儲存具,Alyssa Tate,17%,2,"Eldon Folders, Blue",Jakarta,總公司,Eldon,IN-2016-75540,2016/6/3,標準級,2016/6/8,$28,辦公用品
-0.491508285,1,-$111.00,-$89.83,東南亞,Indonesia,Jakarta,用品,Alyssa Tate,47%,7,"Fiskars Shears, Easy Grip",Jakarta,總公司,Fiskars,IN-2016-75540,2016/6/3,標準級,2016/6/8,$183,辦公用品
-0.266137041,1,-$111.00,-$7.08,東南亞,Indonesia,Jakarta,用品,Alyssa Tate,47%,2,"Stiletto Letter Opener, Steel",Jakarta,總公司,Stiletto,IN-2016-75540,2016/6/3,標準級,2016/6/8,$27,辦公用品
0.058690745,1,$0.00,$3.90,中亞,India,Satna,標籤,Cynthia Arntzen,0%,5,"Harbour Creations Color Coded Labels, 5000 Label Set",Madhya Pradesh,消費者,Harbour Creations,IN-2016-18959,2016/11/3,標準級,2016/11/8,$66,辦公用品
0,1,$0.00,$0.00,中亞,India,Satna,配件,Cynthia Arntzen,0%,2,"SanDisk Memory Card, Programmable",Madhya Pradesh,消費者,SanDisk,IN-2016-18959,2016/11/3,標準級,2016/11/8,$228,技術
0.459878745,1,$222.00,$232.11,中亞,India,Satna,複製器,Cynthia Arntzen,0%,3,"Sharp Fax and Copier, Digital",Madhya Pradesh,消費者,Sharp,IN-2016-18959,2016/11/3,標準級,2016/11/8,$505,技術
0.449392713,1,$0.00,$9.99,中亞,India,Satna,用具,Cynthia Arntzen,0%,1,"Eldon Light Bulb, Durable",Madhya Pradesh,消費者,Eldon,IN-2016-18959,2016/11/3,標準級,2016/11/8,$22,傢具
0.099928203,1,$111.00,$124.01,大洋洲,Australia,Melbourne,椅子,Bill Tyler,10%,3,"Hon Executive Leather Armchair, Adjustable",Victoria,公司,Hon,IN-2019-61344,2019/10/7,一級,2019/10/9,"$1,241",傢具
0.110831058,1,$0.00,$49.86,東南亞,Vietnam,Ho Chi Minh City,書架,Greg Hansen,37%,5,"Bush 3-Shelf Cabinet, Metal",Ho Chí Minh City,消費者,Bush,IN-2019-35899,2019/4/26,標準級,2019/5/1,$450,傢具
0.5,1,$111.00,$206.01,中亞,India,Belgaum,儲存具,Maureen Gnade,0%,3,"Fellowes File Cart, Single Width",Karnataka,消費者,Fellowes,IN-2017-55618,2017/12/13,標準級,2017/12/19,$412,辦公用品
0.069626640,1,$0.00,$16.56,中亞,India,Belgaum,紙張,Maureen Gnade,0%,8,"SanDisk Note Cards, 8.5 x 11",Karnataka,消費者,SanDisk,IN-2017-55618,2017/12/13,標準級,2017/12/19,$238,辦公用品
0.099984688,1,$111.00,$117.54,中亞,India,Belgaum,書架,Maureen Gnade,0%,6,"Sauder Floating Shelf Set, Pine",Karnataka,消費者,Sauder,IN-2017-55618,2017/12/13,標準級,2017/12/19,"$1,176",傢具
-0.345534700,1,-$222.00,-$193.99,東南亞,Philippines,Antipolo,儲存具,John Murray,45%,5,"Tenex Lockers, Blue",Rizal,消費者,Tenex,IN-2018-62191,2018/8/23,二級,2018/8/25,$561,辦公用品
0.079752989,1,$0.00,$31.87,東南亞,Philippines,Antipolo,電話,John Murray,25%,7,"Apple Headset, Cordless",Rizal,消費者,Apple,IN-2018-62191,2018/8/23,二級,2018/8/25,$400,技術
-0.656074422,1,-$111.00,-$85.48,東南亞,Philippines,Antipolo,用品,John Murray,45%,8,"Acme Letter Opener, Steel",Rizal,消費者,Acme,IN-2018-62191,2018/8/23,二級,2018/8/25,$130,辦公用品
-0.120056697,1,-$111.00,-$88.93,中亞,Pakistan,Peshawar,儲存具,Denise Monton,50%,7,"Rogers Lockers, Single Width",Khyber Pakhtunkhwa,公司,Rogers,ID-2019-20324,2019/2/14,標準級,2019/2/21,$741,辦公用品
-0.089385475,1,-$111.00,-$25.92,大洋洲,Australia,Cessnock,美術,Kean Nguyen,10%,6,"BIC Canvas, Blue",New South Wales,公司,BIC,ID-2017-39749,2017/6/29,標準級,2017/7/5,$290,辦公用品
0.244283511,1,$0.00,$32.79,大洋洲,Australia,Bunbury,用品,Tim Taslimi,10%,3,"Stiletto Shears, Easy Grip",Western Australia,公司,Stiletto,IN-2016-46490,2016/5/10,標準級,2016/5/15,$134,辦公用品
-3.850174875,1,-$333.00,-$244.39,中亞,Pakistan,Peshawar,桌子,Barry Gonzalez,80%,1,"Hon Coffee Table, Fully Assembled",Khyber Pakhtunkhwa,消費者,Hon,ID-2017-56913,2017/5/24,標準級,2017/5/31,$63,傢具
0.459945005,1,$111.00,$150.54,中亞,India,Visakhapatnam,椅子,Justin Hirsh,0%,2,"Hon Swivel Stool, Red",Andhra Pradesh,消費者,Hon,IN-2019-32028,2019/6/17,二級,2019/6/21,$327,傢具
0.319444444,1,$0.00,$16.56,中亞,India,Visakhapatnam,系固件,Justin Hirsh,0%,4,"Stockwell Thumb Tacks, 12 Pack",Andhra Pradesh,消費者,Stockwell,IN-2019-32028,2019/6/17,二級,2019/6/21,$52,辦公用品
0.311075427,1,$0.00,$83.69,大洋洲,Australia,Mount Gambier,書架,Sean Wendt,10%,2,"Safco Corner Shelving, Traditional",South Australia,總公司,Safco,IN-2019-21451,2019/9/3,標準級,2019/9/8,$269,傢具
0.166079399,1,$0.00,$4.24,大洋洲,Australia,Mount Gambier,繫結器,Sean Wendt,10%,2,"Cardinal Binder, Recycled",South Australia,總公司,Cardinal,IN-2019-21451,2019/9/3,標準級,2019/9/8,$26,辦公用品
-0.111111111,1,-$111.00,-$95.76,大洋洲,Australia,Rockhampton,複製器,Kimberly Carter,10%,4,"Sharp Copy Machine, High-Speed",Queensland,公司,Sharp,ID-2019-34821,2019/3/5,標準級,2019/3/10,$862,技術
0.080459770,1,$0.00,$0.54,東南亞,Philippines,Manila,繫結器,Maurice Satty,15%,1,"Avery Index Tab, Economy",Metro Manila,消費者,Avery,IN-2019-26498,2019/9/29,標準級,2019/10/3,$7,辦公用品
-0.038247021,1,-$111.00,-$3.03,東南亞,Thailand,Bangkok,信封,Kean Nguyen,47%,3,"Cameo Interoffice Envelope, Security-Tint",Bangkok,公司,Cameo,IN-2017-34905,2017/9/21,標準級,2017/9/27,$79,辦公用品
0.129380054,1,$0.00,$4.32,中亞,India,Ganganagar,用品,Anthony Witt,0%,3,"Fiskars Ruler, Serrated",Rajasthan,消費者,Fiskars,IN-2019-19120,2019/3/20,二級,2019/3/23,$33,辦公用品
0.169491525,1,$0.00,$27.00,中亞,India,Ganganagar,椅子,Anthony Witt,0%,3,"Hon Chairmat, Black",Rajasthan,消費者,Hon,IN-2019-19120,2019/3/20,二級,2019/3/23,$159,傢具
0.349895974,1,$0.00,$85.77,中亞,India,Ganganagar,配件,Anthony Witt,0%,1,"Logitech Router, Erganomic",Rajasthan,消費者,Logitech,IN-2019-19120,2019/3/20,二級,2019/3/23,$245,技術
